abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,classfication,japanese_name,name,pokedex_number,base_total,hp,attack,defense,special_attack,special_defense,speed,type1,type2
"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,Soloist Pokémon,Ashireneアシレーヌ,Primarina,730,530,80,74,74,126,116,60,water,fairy
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Woodpecker Pokémon,Tsutsukeraツツケラ,Pikipek,731,265,35,75,30,30,30,65,normal,flying
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Bugle Beak Pokémon,Kerarappaケララッパ,Trumbeak,732,355,55,85,50,40,50,75,normal,flying
"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Cannon Pokémon,Dodekabashiドデカバシ,Toucannon,733,485,80,120,75,75,75,60,normal,flying
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Loitering Pokémon,Youngooseヤングース,Yungoos,734,253,48,70,30,30,30,45,normal,
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Stakeout Pokémon,Dekagooseデカグース,Gumshoos,735,418,88,110,60,55,60,45,normal,
['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Larva Pokémon,Agojimushiアゴジムシ,Grubbin,736,300,47,62,45,55,45,46,bug,
['Battery'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,Battery Pokémon,Dendimushiデンヂムシ,Charjabug,737,400,57,82,95,55,75,36,bug,electric
['Levitate'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,Stag Beetle Pokémon,Kuwagannonクワガノン,Vikavolt,738,500,77,70,90,145,75,43,bug,electric
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Boxing Pokémon,Makenkaniマケンカニ,Crabrawler,739,338,47,82,57,42,47,63,fighting,
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,Woolly Crab Pokémon,Kekenkaniケケンカニ,Crabominable,740,478,97,132,77,62,67,43,fighting,ice
['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,Dancing Pokémon,Odoridori (pachipachi Style)オドリドリ,Oricorio,741,476,75,70,70,98,70,93,fire,flying
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,Bee Fly Pokémon,Abulyアブリー,Cutiefly,742,304,40,45,40,55,40,84,bug,fairy
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,Bee Fly Pokémon,Aburibbonアブリボン,Ribombee,743,464,60,55,60,95,70,124,bug,fairy
"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Puppy Pokémon,Iwankoイワンコ,Rockruff,744,280,45,65,40,30,40,60,rock,
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Wolf Pokémon,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,745,487,85,115,75,55,75,82,rock,
['Schooling'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Small Fry Pokémon,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,746,620,45,140,130,140,135,30,water,
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,Brutal Star Pokémon,Hidoideヒドイデ,Mareanie,747,305,50,53,62,43,52,45,poison,water
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,Brutal Star Pokémon,Dohidoideドヒドイデ,Toxapex,748,495,50,63,152,53,142,35,poison,water
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Donkey Pokémon,Dorobankoドロバンコ,Mudbray,749,385,70,100,70,45,55,45,ground,
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Draft Horse Pokémon,Banbadoroバンバドロ,Mudsdale,750,500,100,125,100,55,85,35,ground,
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,Water Bubble Pokémon,Shizukumoシズクモ,Dewpider,751,269,38,40,52,40,72,27,water,bug
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,Water Bubble Pokémon,Onishizukumoオニシズクモ,Araquanid,752,454,68,70,92,50,132,42,water,bug
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Sickle Grass Pokémon,Karikiriカリキリ,Fomantis,753,250,40,55,35,50,35,35,grass,
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Bloom Sickle Pokémon,Lalantesラランテス,Lurantis,754,480,70,105,90,80,90,45,grass,
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,Illuminating Pokémon,Nemasyuネマシュ,Morelull,755,285,40,35,55,65,75,15,grass,fairy
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,Illuminating Pokémon,Mashadeマシェード,Shiinotic,756,405,60,45,80,90,100,30,grass,fairy
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,Toxic Lizard Pokémon,Yatoumoriヤトウモリ,Salandit,757,320,48,44,40,71,40,77,poison,fire
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,Toxic Lizard Pokémon,Ennewtエンニュート,Salazzle,758,480,68,64,60,111,60,117,poison,fire
"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,Flailing Pokémon,Nuikogumaヌイコグマ,Stufful,759,340,70,75,50,45,50,50,normal,fighting
"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,Strong Arm Pokémon,Kiterugumaキテルグマ,Bewear,760,500,120,125,80,55,60,60,normal,fighting
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Fruit Pokémon,Amakajiアマカジ,Bounsweet,761,210,42,30,38,30,38,32,grass,
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Fruit Pokémon,Amamaikoアママイコ,Steenee,762,290,52,40,48,40,48,62,grass,
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Fruit Pokémon,Amajoアマージョ,Tsareena,763,510,72,120,98,50,98,72,grass,
"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Posy Picker Pokémon,Cuwawaキュワワー,Comfey,764,485,51,52,90,82,110,100,fairy,
"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,Sage Pokémon,Yareyuutanヤレユータン,Oranguru,765,490,90,60,80,90,110,60,normal,psychic
"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Teamwork Pokémon,Nagetukesaruナゲツケサル,Passimian,766,490,100,120,90,40,60,80,fighting,
['Wimp Out'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,Turn Tail Pokémon,Kosokumushiコソクムシ,Wimpod,767,230,25,35,40,20,30,80,bug,water
['Emergency Exit'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,Hard Scale Pokémon,Gusokumushaグソクムシャ,Golisopod,768,530,75,125,140,60,90,40,bug,water
"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,Sand Heap Pokémon,Sunabaスナバァ,Sandygast,769,320,55,55,80,70,45,15,ghost,ground
"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,Sand Castle Pokémon,Sirodethnaシロデスナ,Palossand,770,480,85,75,110,100,75,35,ghost,ground
"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Cucumber Pokémon,Namakobushiナマコブシ,Pyukumuku,771,410,55,60,130,30,130,5,water,
['Battle Armor'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Synthetic Pokémon,Type: Nullタイプ：ヌル,Type: Null,772,534,95,95,95,95,95,59,normal,
['RKS System'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Synthetic Pokémon,Silvadyシルヴァディ,Silvally,773,570,95,95,95,95,95,95,normal,
['Shields Down'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,Meteor Pokémon,Metenoメテノ,Minior,774,500,60,100,60,100,60,120,rock,flying
['Comatose'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Drowsing Pokémon,Nekkoaraネッコアラ,Komala,775,480,65,115,65,75,95,65,normal,
['Shell Armor'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,Blast Turtle Pokémon,Bakugamesバクガメス,Turtonator,776,485,60,78,135,91,85,36,fire,dragon
"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,Roly-Poly Pokémon,Togedemaruトゲデマル,Togedemaru,777,435,65,98,63,40,73,96,electric,steel
['Disguise'],0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,Disguise Pokémon,Mimikkyuミミッキュ,Mimikyu,778,476,55,90,80,50,105,96,ghost,fairy
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,Gnash Teeth Pokémon,Hagigishiriハギギシリ,Bruxish,779,475,68,105,70,70,70,92,water,psychic
"['Berserk', 'Sap Sipper', 'Cloud Nine']",1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,Placid Pokémon,Jijilongジジーロン,Drampa,780,485,78,60,85,135,91,36,normal,dragon
['Steelworker'],1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Sea Creeper Pokémon,Dadarinダダリン,Dhelmise,781,517,70,131,100,86,90,40,ghost,grass
"['Bulletproof', 'Soundproof', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Scaly Pokémon,Jyarakoジャラコ,Jangmo-o,782,300,45,55,65,45,45,45,dragon,
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,Scaly Pokémon,Jyarangoジャランゴ,Hakamo-o,783,420,55,75,90,65,70,65,dragon,fighting
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,Scaly Pokémon,Jyararangaジャラランガ,Kommo-o,784,600,75,110,125,100,105,85,dragon,fighting
"['Electric Surge', 'Telepathy']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,Land Spirit Pokémon,Kapu-kokekoカプ・コケコ,Tapu Koko,785,570,70,115,85,95,75,130,electric,fairy
"['Psychic Surge', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,Land Spirit Pokémon,Kapu-tetefuカプ・テテフ,Tapu Lele,786,570,70,85,75,130,115,95,psychic,fairy
"['Grassy Surge', 'Telepathy']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,Land Spirit Pokémon,Kapu-bululカプ・ブルル,Tapu Bulu,787,570,70,130,115,85,95,75,grass,fairy
"['Misty Surge', 'Telepathy']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,Land Spirit Pokémon,Kapu-rehireカプ・レヒレ,Tapu Fini,788,570,70,75,115,95,130,85,water,fairy
['Unaware'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Nebula Pokémon,Cosmogコスモッグ,Cosmog,789,200,43,29,31,29,31,37,psychic,
['Sturdy'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Protostar Pokémon,Cosmovumコスモウム,Cosmoem,790,400,43,29,131,29,131,37,psychic,
['Full Metal Body'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Sunne Pokémon,Solgaleoソルガレオ,Solgaleo,791,680,137,137,107,113,89,97,psychic,steel
['Shadow Shield'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,Moone Pokémon,Lunalaルナアーラ,Lunala,792,680,137,113,89,137,107,97,psychic,ghost
['Beast Boost'],0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,Parasite Pokémon,Uturoidウツロイド,Nihilego,793,570,109,53,47,127,131,103,rock,poison
['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,Swollen Pokémon,Massivoonマッシブーン,Buzzwole,794,570,107,139,139,53,53,79,bug,fighting
['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,Lissome Pokémon,Pheroacheフェローチェ,Pheromosa,795,570,71,137,37,137,37,151,bug,fighting
['Beast Boost'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Glowing Pokémon,Denjyumokuデンジュモク,Xurkitree,796,570,83,89,71,173,71,83,electric,
['Beast Boost'],0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,Launch Pokémon,Tekkaguyaテッカグヤ,Celesteela,797,570,97,101,103,107,101,61,steel,flying
['Beast Boost'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,Drawn Sword Pokémon,Kamiturugiカミツルギ,Kartana,798,570,59,181,131,59,31,109,grass,steel
['Beast Boost'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,Junkivore Pokémon,Akuzikingアクジキング,Guzzlord,799,570,223,101,53,97,53,43,dark,dragon
['Prism Armor'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Prism Pokémon,Necrozmaネクロズマ,Necrozma,800,600,97,107,101,127,89,79,psychic,
['Soul-Heart'],0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,Artificial Pokémon,Magearnaマギアナ,Magearna,801,600,80,95,115,130,115,65,steel,fairy
